Optimizing /h/ywang30/nofib/spectral/eliza
00111110100010000111100010111100100110011000101010000100010011011100100000111111100010011011100100010000110011000001001101000110010101111 638824.0
11011001011011010000110101110001011011001000101011001111001011111100000100101011000101010100110101000100000001111011000101011100100101100 636328.0
10100111110000010101000110001100010010111101011011001000000001111000011001101011000111001000000111000010000111111101010111010001101000100 647968.0
10101000111100010101101000001100010010111100000011011100001100010111001011001001101110011000001100000010010111010100110010101101001010011 750448.0
01011000000111001000011111111001011011011000101010101111000011011100000010100001100100010100110111101000110101100110100101101100001100110 637968.0
10110000001101001010100101010001110001011000110010011000111111110101000100010110110100010100001100011100100111001110110011101110000000110 736944.0
11111010101001000111001110111000000111001001011000001001101100011010000011011111110111111001000100000001010110010001001101001101011001101 635456.0
01111110110011000101000001111111101010011000101100001111010011001110000010111110101110110011110001000000100111000000110111111010010001011 656688.0
11111100001010010111110100100100110110011100110010000100010001011010010000100011100001111000110100010000101111001001000100110011000110111 640216.0
11110001011101010001110101110000011011001000000011001100001001111100000100101011000101000100110101000100000001111101010011011100100000100 636328.0
11011001001011000000111101110001011011001000101011001111010011111100000100100011000101110100110101100100010001111011100101111100000101110 636456.0
00111110010101011101100000101011011011101001101011000101110010110101111010111111101011010001001000111001110110000000100101010111100101100 638144.0
01111110100010000111100010111100100110011000101010000101010011011110000000111111100111111011100100000001110111000001001101011110010101111 639120.0
10001110001011000100010011100001000111001001001011001001010011111100110000100011000001100101110101111000000001100001000101011100001001100 639984.0
10100001111100010101000101001100010010111100000011001000001101111100001011101001100111001000000101000000000011111100010010011100101010000 642208.0
10010110010011010001000110101101010001001001011011101001000011111000110000111110000011001001000111001011001111001101000111010001000000100 642440.0
best: 0.9099111493264546
11011000001111000000011101111001011011011000101011101111000011111100000100100011000100010100110101101000110101111010100101101100001101110 638080.0
01111110000111001101010010111011011011011000101011000101100011111101111010111011100001010101000110101000110101000000100101001111001101110 638296.0
11100101011101011001110101110000011010001000001011000010001001111000000110101011100101010100110101100100100011111000010011001000100000100 644480.0
11001110001011000001101101110001010001001001101011001000010011011100000000111011000011110111110110000000000011010011101111111100000101110 642664.0
01111011100011000011111010111001000111001000101011001111010011111110000100110111100111111001110100000001010001110011000101111110010101111 634936.0
10101110000010000100010011100001000101001001001011001001010011110100100000111011000011110011100100110010000011100001000101001100001001110 647032.0
10110001110101000111100011001000001010101100100011001001011001111101001010101010110111111000000101000010100100010100011011010100111000111 648112.0
01011001011011010000010111111001011011001000101010001111000011011100000010101011000101010100110111100000010001101010000101101100101100100 636472.0
00111110110001000011101000101011010011001001101011001101010010110100010100110111100111010001010100001001010010110001100101010111110101111 636456.0
11111010000001001111100000110100000011011100111110010100111100111010000101111111101010011011100101011110110110000001001101100111100001111 757088.0
11100001111111000001110101100010110111001000010011001100111100111001000110001011010101001001010100110101100001011101010011010111100011100 647328.0
01111111100001110111101010110010110111101000001110011100010010101100011101111111101111011001100000010100000000100010100111111101011111111 752704.0
10000101010011111111000110100101010101101011100011101101101001111000110100111110001001000111110111001000100011101110000101010001100000100 662848.0
01100100000110011100000101010011110110011001001010100000010101010001100100010100011110110010100101110001110111011011001010000110100001001 646712.0
11011001111100010001110000110000010011000011000010001101001000101100011000001011001101000110101101101011100011111101010011011110111000110 695264.0
01111011100011000011111010111001000111001000101011001111010011111110000100110111100111111001110100000001010001110011000101111110010101111 634936.0
11111010101001000111001110111000000111001001011000001001101100011010000011011111110111111001000100000001010110010001001101001101011001101 635456.0
11011001011011010000110101110001011011001000101011001111001011111100000100101011000101010100110101000100000001111011000101011100100101100 636328.0
11110001011101010001110101110000011011001000000011001100001001111100000100101011000101000100110101000100000001111101010011011100100000100 636328.0
11011001001011000000111101110001011011001000101011001111010011111100000100100011000101110100110101100100010001111011100101111100000101110 636456.0
01011000000111001000011111111001011011011000101010101111000011011100000010100001100100010100110111101000110101100110100101101100001100110 637968.0
00111110010101011101100000101011011011101001101011000101110010110101111010111111101011010001001000111001110110000000100101010111100101100 638144.0
best: 0.9099111493264546
11111010101101000101100110111000000011001001000011001000001100011100000011001011010111111001000101000000010010110101011101011101101000100 635360.0
11110001011101010001110101110000011011001000000011001100001001111100000100101011000101000100110101000100000001111101010011011100100000100 636328.0
01011000000111000000011111111001011011011000101010101111000011011100000010101001000101010100110111101000110001100010000101101100101100100 639128.0
11011000101001000101001110110001000111001000101010001111111111111000000110000111010101110000100101100001010011011011101101111101000101111 634848.0
11001101001011000000111101110001010011001001101011001000010011011100000000100011000011110100110101000000010011011011101111111100000101110 642200.0
01011001101011010010110011111001001111001000101010001111010011011100000000100011100111011000110101100001010001110011000101101110001101111 633816.0
00111010100011000011101010111011000111001000101011001111010010111110000100110111100111010001010100001001010000110001100101111111110101111 635240.0
00111010100011000011101000111001000011001001101011001101010011111110000100110111100111111001010100001001010010110011000101111110110101111 635368.0
11110011001011000011111001110000000111001000001011001110011001111100000100100011100111111001110100000000000001111011010111011110010000101 634272.0
11000001001011000100111001111001011011011000011001011011010111111000001000100011110101111000111101100111000001110010010011001101000101010 744800.0
01101101000101011001010110111000101010001011101001000110000101111101101000100010110101001110010101101011101110001101010001001101100001100 673504.0
11111010100000000111011011001000000001000001110000100001101101111010000011101010111010111100001110000000010010111001001100001100001001101 667624.0
11010001010010111110110101110000011011001000101111000101000001011100010110110011001000010100110101000101100111111011100101011100100011110 656424.0
01110101000010001010011001111000000100000000101000001111110001011110100100100101000011011001111100000110010001110110010101101110100001001 700544.0
01001100000111011100010010110000011011000101111101010101100000111111011010111010110101011100011110000010110101010110100101010110001011110 803224.0
01111011100011000011111010111001000111001000101011001111010011111110000100110111100111111001110100000001010001110011000101111110010101111 634936.0
11111010101001000111001110111000000111001001011000001001101100011010000011011111110111111001000100000001010110010001001101001101011001101 635456.0
11011001011011010000110101110001011011001000101011001111001011111100000100101011000101010100110101000100000001111011000101011100100101100 636328.0
11110001011101010001110101110000011011001000000011001100001001111100000100101011000101000100110101000100000001111101010011011100100000100 636328.0
00111110110001000011101000101011010011001001101011001101010010110100010100110111100111010001010100001001010010110001100101010111110101111 636456.0
11011001001011000000111101110001011011001000101011001111010011111100000100100011000101110100110101100100010001111011100101111100000101110 636456.0
01011001011011010000010111111001011011001000101010001111000011011100000010101011000101010100110111100000010001101010000101101100101100100 636472.0
best: 0.9083061049011179
11110011011011010001111101110000001011001000001011001100011001111100000100100011100101100000110101000100000001111011010011011100010000100 633744.0
00111010100011000011101010111001000011001000101011001111010011111110000100110111100111010001010100001001010000110001000101111111110101111 635240.0
11010000011111010000111101110001011011001000100011101111001011011100000010101001000101000100110111000000000001100110000001111100100100100 636328.0
01111001010101000001110010110000000011001000100011001101001001111110000100100111100101101101110100000101010001110011010011011100100000100 636608.0
11111010001111000111100010111000000111001000001011001000001101011100000000101011010111111001010100000000000001110001011101011100001000100 635216.0
01011001101011010011110011111000001111001000001010001110010011011100000000100011100111011001110100000001010001110011010101011110000001101 633816.0
11111000101011000011000110111000000111001001101000001011110100011110000000110111110111011000010100000001010100110011000101001111011101111 635296.0
11110010001101000001011111111000001011001001011001001101101100011000000101001111010101100000000101000000000011011101001101011101111000101 634784.0
00111010100011000011101010111011000111001000101011001111010011111110000100110111100111011001110100000001010001110011100101111110110101111 635240.0
11111100001011010010110011001001011010010110011001101010110111011100010001110110100110001001010101101001110011010011100011001111001101000 689296.0
11010010011100010011111101001000011010001000111011011000110001101100100100111011010111110100010101011100000001100101010011010101100000100 732608.0
01011001011011011000111101010111011011001100110011000111110010111100100000000010100101110010110001100110011000111011000100011100010100110 641976.0
11011000100101001111001100110100000110001001100010001100100110111100101101000111000101110001101100001011000010010001101010001101000001111 640832.0
00011000000010101000111111101001000001001011101010101110010011001100010100110011001101110100000111101000110000100110000110010100001110101 655256.0
11100101000101000011010110101000000110001010101101001110000111001101101101110010110111001110000101100001101010100101011100001101000101110 660376.0
01011001101011010010110011111001001111001000101010001111010011011100000000100011100111011000110101100001010001110011000101101110001101111 633816.0
11110011001011000011111001110000000111001000001011001110011001111100000100100011100111111001110100000000000001111011010111011110010000101 634272.0
11011000101001000101001110110001000111001000101010001111111111111000000110000111010101110000100101100001010011011011101101111101000101111 634848.0
01111011100011000011111010111001000111001000101011001111010011111110000100110111100111111001110100000001010001110011000101111110010101111 634936.0
00111010100011000011101010111011000111001000101011001111010010111110000100110111100111010001010100001001010000110001100101111111110101111 635240.0
11111010101101000101100110111000000011001001000011001000001100011100000011001011010111111001000101000000010010110101011101011101101000100 635360.0
00111010100011000011101000111001000011001001101011001101010011111110000100110111100111111001010100001001010010110011000101111110110101111 635368.0
best: 0.9082029234737747
01111011101011010011111111110000000111001000001011001111010011111110000100100011100111111000110100000100010001110011010111011100010001111 633888.0
11010000101011010011010111111000001011001000011000001110010011011100000001001111100101001000100100000000000011111011011101011101010001101 634184.0
00111010100011000011101010111001000111001000101011001111010011111110000100110111100111010001010100000001010000110001100101111110110101111 635240.0
11011000011011000000111111110001011011001000100011101111001011111110000110111111000111010001110100001001000000100100000001111110100100111 636848.0
11010000001001010000011100110001010111001000100010001111001111111100000110101001000101110100100111100000010011100011101101111101000101111 636472.0
11110010001101000011101110111000000011001000001001001000001100011000000100001011010111111000000100000000000001111101001101011100001000100 635216.0
01111011010011000001110010111000000011001000100011001101000001111110000100110111100101111001110100000001010001110011010111011110110101110 634936.0
01111000100011010010111010111011001111001000101010001111010011111100000100100011100111011001110101100001010001110011100101111110110101111 633816.0
11010011011011010010111111110000001111001000101010001110011001111100000000100011100101101000110101000101010001110011000001001100011000110 633888.0
01001001001111010011110011100101001111001100001000011110110001011100000001001000001011011000010110010110010001011001110111111110000010101 742784.0
01111010000101000110100100101101011111101011001010001100001101111110000100011001010111011011010100001010011111110011011001011100001011100 661872.0
00111010100001010101101011000011100001101100001111100001000100111100000101110111100111010001010000001011011100111000100101110111110101101 661136.0
01100001001011000001111000110000001111001001000011100100111001110010000000001010110001010010110100001000010000110110011010000101011000000 641112.0
10011010101101000001011000100001000111001011001010000011111111110011001010000011011100010101100101100111111110101001101100101011100101110 666256.0
01110011101100000100010010100000000011011000100011011101010011111111000000100100101111001001110100100001011001111011010111011000101110101 730408.0
11110011011011010001111101110000001011001000001011001100011001111100000100100011100101100000110101000100000001111011010011011100010000100 633744.0
01011001101011010011110011111000001111001000001010001110010011011100000000100011100111011001110100000001010001110011010101011110000001101 633816.0
01011001101011010010110011111001001111001000101010001111010011011100000000100011100111011000110101100001010001110011000101101110001101111 633816.0
11110011001011000011111001110000000111001000001011001110011001111100000100100011100111111001110100000000000001111011010111011110010000101 634272.0
11110010001101000001011111111000001011001001011001001101101100011000000101001111010101100000000101000000000011011101001101011101111000101 634784.0
11011000101001000101001110110001000111001000101010001111111111111000000110000111010101110000100101100001010011011011101101111101000101111 634848.0
01111011100011000011111010111001000111001000101011001111010011111110000100110111100111111001110100000001010001110011000101111110010101111 634936.0
best: 0.9082029234737747
01110000101001010010111110111000001011001000001001001011000101011000000100001011100111111001110100000001010001111111100101011110000100100 634400.0
01111011000011000011111011111000000111001000001011001111011011111110000100110111100111111001110100000000010001110011000101011110010000101 634936.0
01100011001000000001110000110000001011001000000011101100010001111011000000000000101111001011110100001001010001110110011011011000001010000 640336.0
01111001111011000000110011111001001111001000100010001101000011111110000000110011100101111001110101000001010001110011010111111110100101110 634936.0
01111011010011010001110011111000000111001000100010001110000001011110000100100011100111111001110100000001010001110011010101011110100001100 633888.0
11010011011011010010111111110000001111001000101010001110011001111100000000100011100101101000110101000101010001110011000001001100011000110 633888.0
01011001100011010101101011010001001011101000001011101010000000011100000000110011100111010001110000000011010101110000010101011111000101101 640472.0
11010000101111000010111110111001001111001000101010001101000010011100000100100011000111111000000101000000010001111111000101001110001100101 634416.0
11111011001011010011111101110000000111001000001011001111011001111110000100100011100111111001110100000100000001110011010111011110010000111 633744.0
01010011101000001101000011010101000011010001101011111111011110011111100001101100001011011101011101001100001001110010011010001001001010101 764384.0
01100011011001001010111000011010110011101100111011001111110111011110101101101110010010011001111101000001111011110011000100110111011101110 646752.0
00010011111011000110110010111000011001001010001010111111001111101100000001101011001010011001110010101001100011110011100110001110101101111 752832.0
11110001011011010110000001111100011110001000000011101111010110101001100100100111110110011000111101100010011101110001100101101111001101110 646832.0
11010001111011000010100011110001101111000000100010001101010111011110110001100011100111111000101100110011110001110110000101101010000100011 678312.0
10111000110011011010000110110000000111011000101101000111110000011011010000110111110100000011010100101001000110010011100001111010110101111 652040.0
11110011011011010001111101110000001011001000001011001100011001111100000100100011100101100000110101000100000001111011010011011100010000100 633744.0
01111000100011010010111010111011001111001000101010001111010011111100000100100011100111011001110101100001010001110011100101111110110101111 633816.0
01011001101011010011110011111000001111001000001010001110010011011100000000100011100111011001110100000001010001110011010101011110000001101 633816.0
01011001101011010010110011111001001111001000101010001111010011011100000000100011100111011000110101100001010001110011000101101110001101111 633816.0
01111011101011010011111111110000000111001000001011001111010011111110000100100011100111111000110100000100010001110011010111011100010001111 633888.0
11010011011011010010111111110000001111001000101010001110011001111100000000100011100101101000110101000101010001110011000001001100011000110 633888.0
11010000101011010011010111111000001011001000011000001110010011011100000001001111100101001000100100000000000011111011011101011101010001101 634184.0
best: 0.9082029234737747
10111011110011011011110111110000000111001000101011001111110000111110000000100111100101101010110100101100000000110011110111111110010101111 633632.0
11111011111011010001111111110000001011001000001011001101011011111100000100100011100101101000110100000100000001111011010111011100010000110 633744.0
11110010001011010010111110111000001011001000001000001011010001011000000000100011100111111000110100000001010001110111100101011100000000100 633888.0
01111011110011010011110011111001000111001000101010001111010001011100000100100011100111111001110100100001010001110011010101111110100101110 633888.0
01111001111011000000110011111001001111001000100010001101000011111110000000110011100101111001110101000001010001110011010111111110100101110 634936.0
11010000101001010011011111111000001011001000001001001111000001011000000100001111100111001001100100000001010001111011011101011110000000100 634328.0
11011001001011010011110101111000001111001000001010001111010001111110000100100011100111011001110100000000010001110011010111011110000001101 633816.0
01111001100011000000111010111011001111001000100010001111000011111100000100100011100101111001110101100001010001110011010101111110100101110 634416.0
11011011111011010011111011110000001111001000001010001110010001111100000000100011100111001000110101000101010001110011000001011100001001100 633816.0
01111101100010000111101010011110011010001100100010100011000111101100000110110011000111011001110000100011000101010010100101101001000101111 642560.0
01011011010011100100100001111110000011001001110011001110001001010110000100101011100101101010110101000011110111101011010001001010110011110 646472.0
11011001101110001011110011101011001101001100111000110111010010110111011000100010100100111001100101111001010001000001000101111110101100110 730744.0
01111011001111000111000111100100000001101011000011001111101100111000010100010010100111101100100100001111000001010011110111010100110110010 659192.0
11111110000010010011010100110100100010001001101111001010011011111100000100000011110111000101110110010110000111110111000110011111010010111 660424.0
11011000001001011010110010011011101111000001111111001001011011010101101000000101100111011101111101100100010101110011010101110100011101110 687264.0
11111011001011010011111101110000000111001000001011001111011001111110000100100011100111111001110100000100000001110011010111011110010000111 633744.0
11110011011011010001111101110000001011001000001011001100011001111100000100100011100101100000110101000100000001111011010011011100010000100 633744.0
01111000100011010010111010111011001111001000101010001111010011111100000100100011100111011001110101100001010001110011100101111110110101111 633816.0
01011001101011010011110011111000001111001000001010001110010011011100000000100011100111011001110100000001010001110011010101011110000001101 633816.0
01011001101011010010110011111001001111001000101010001111010011011100000000100011100111011000110101100001010001110011000101101110001101111 633816.0
01111011010011010001110011111000000111001000100010001110000001011110000100100011100111111001110100000001010001110011010101011110100001100 633888.0
11010011011011010010111111110000001111001000101010001110011001111100000000100011100101101000110101000101010001110011000001001100011000110 633888.0
best: 0.908042419031241
01111001100011010010110011111001001111001000100010001110000001011100000000100011100111111001110101100001010001110011010101111110001101101 633888.0
11111011110011011011110011110000000111001000101010001111010001111110000000100111100101001000110101000100000000110011010101011100000001110 633560.0
10111001101001011011110111111000000111001000101001001111100000011000000000101111100101001010110100001001000001110011110111111110000000101 634072.0
11111010100011010011111010110011001011001000101011001101010011111100000100100011100101001000110101100101010001111011000111011100010000111 633816.0
11011001101011010011111011011110001111001000100010101011000101101100000010110011000111001000110100100101000101110011000101111000000101110 634192.0
00111001100011010011110011111000001111001000001010001111110011011110000000100011100101111000110100101000010001110011110111111110010001111 633888.0
11110011011011010001111111110000001111001000001010001100011001111100000000100011100101101000110101000100000001110011000001001100010000100 633744.0
11011001001011010011111101110000000111001000001010001111010001111110000100100011100111111001110100000100010001110011010111011110000000101 633888.0
01111011111011010010111111110011001011001000001011001101011011111100000100100011100101101001110100000000000001110011000101111110110001111 633744.0
10111010010001010010110110110111111101000100001011011111110001001000100010101011110110101011010100101001011001110101100101111100011100101 768464.0
11011101000101010001111111001001011000001111001110001110011001011101000010100101000100011001110110000011010100100000010111001100001001001 689808.0
11111001111001011101011110001011001001000000001011101110001100111111001011100111101101101100110111000010011000010011010111010100110001110 677520.0
11111001111001110101111110110101000011001001001001100001000000111001000000011011100101101001110110001000000111111011000111101100010101110 634232.0
01011001000011001010111101011011100110011100011000111111110010111110011000111111001101011000100001101001001001111011010111101100110100110 733376.0
10010000111011010001110101100100001011101001001001001101000100101111000000110111111011100000110101100100010000111010010111111100110110010 634288.0
10111011110011011011110111110000000111001000101011001111110000111110000000100111100101101010110100101100000000110011110111111110010101111 633632.0
11111011111011010001111111110000001011001000001011001101011011111100000100100011100101101000110100000100000001111011010111011100010000110 633744.0
11111011001011010011111101110000000111001000001011001111011001111110000100100011100111111001110100000100000001110011010111011110010000111 633744.0
11110011011011010001111101110000001011001000001011001100011001111100000100100011100101100000110101000100000001111011010011011100010000100 633744.0
11011001001011010011110101111000001111001000001010001111010001111110000100100011100111011001110100000000010001110011010111011110000001101 633816.0
11011011111011010011111011110000001111001000001010001110010001111100000000100011100111001000110101000101010001110011000001011100001001100 633816.0
01111000100011010010111010111011001111001000101010001111010011111100000100100011100111011001110101100001010001110011100101111110110101111 633816.0
best: 0.9079392376038979
11110011010011011011110111110000001111001000001011001101111001111100000100100111100101100000110100100100000001111011110111011100010101101 633632.0
01111001110011011010110011111011000111001000101010001111010001111110000100100111100101001001110101000000010000110011010101011100110101111 633704.0
00111011111011011011110111110001000011001000101011001101111001111110000100100011100101101001110100000000000001110011100111111110110001111 633632.0
11011011111011010001111011110000001111001000001010001100011001111100000000100011100111101000110101000101010001110011000001011100000001100 633888.0
11111011111011010011111011110010001011001000101011001101010011111100000100100011100101101000110101100101000001111011000111011100010000110 633744.0
11111001101001010011110101111000001111001000001010001111010001011110000000100111100111011011110100000001000001110011010111111110000001101 633672.0
11010001011011010011111111110000000111001000001010001111011001111100000100100011100111101000110101000100010001110011010101011100000000101 633888.0
