Optimizing /h/ywang30/nofib/spectral/cse
1101100100101100000011110111000101101100100010101100111101001111110000010010001100010111010011010110010001000111101110010111110000010111010110011,110110010010110000001111011100010110110010001010110011110100111111000001001 1225336.0
1111000101110101000111010111000001101100100000001100110000100111110000010010101100010100010011010100010000000111110101001101110010000010010010000,111100010111010100011101011100000110110010000000110011000010011111000001001 1225632.0
0111010101000100000110101111101000111000100110010001100001000110010001000001111000101010111001010010101000110000000000000010000001001111011011100,011101010100010000011010111110100011100010011001000110000100011001000100000 1225752.0
1110101010000000111001111100110110101110100001110110010110001011011000010100110000111110101000000101010000000001000010110010101110100010001100111,111010101000000011100111110011011010111010000111011001011000101101100001010 1226160.0
best: 0.9776721240238744
1111000100010101000111010110000001101000100000001100110000101111110000010010001100010111110011010000010000000001100101100101010011000011010110000,111100010001010100011101011000000110100010000000110011000010111111000001001 1225696.0
0111100100111101001111001011000111011100101011001100110010001111111000110011101100000100110001010000010011100111001001001101000000000100010010010,011110010011110100111100101100011101110010101100110011001000111111100011001 1225552.0
0111010101100101000110100110111000011001100110000001100000110111110001101001100110011110110001010110001000100110010000000001010010101011010011100,011101010110010100011010011011100001100110011000000110000011011111000110100 1226120.0
1100100101011101010101110011010001010001100010101000100001000111010000100010101000111111110010010110011011001101110001001101010010000011010110000,110010010101110101010111001101000101000110001010100010000100011101000010001 1225080.0
0000100100110010011100011010010101011010011000000101000001000111001001011011000100100011001100000001101001010100110111000100110001101000001101010,000010010011001001110001101001010101101001100000010100000100011100100101101 1224224.0
0101100101110010001110010111000101101010111000001100110001000111010000011011000100010010000000010100011000000101110101000100110001000000011110010,010110010111001000111001011100010110101011100000110011000100011101000001101 1225008.0
1101100100001111010110011111001101011100101011001100101010001111110000110010111100000101010111010000010011001101001110001101000000010101010110010,110110010000111101011001111100110101110010101100110010101000111111000011001 1225312.0
0111010001100101000111001011000010111000100000100101110011000111110001000000101010010101011001010000110000101110100100000001100110000010110010000,011101000110010100011100101100001011100010000010010111001100011111000100000 1225584.0
1110101101100000111000111101110000101100100001110010000110001111011010100100111010011110100000000100010000001101000000100001111010100011001100110,111010110110000011100011110111000010110010000111001000011000111101101010010 1226112.0
1010100001001101000010101011101110000001101111100001101110000010011001100011010010110010100110010110011101111101100110100100000110001110101000110,101010000100110100001010101110111000000110111110000110111000001001100110001 1232784.0
1100100000101101000010010001000001100101100011101101111101011110110000010111000000010111000010010111011100001101111110110111110100011011010111011,110010000010110100001001000100000110010110001110110111110101111011000001011 1227744.0
1110000100110000010111000011111100111100100000001100110100100101000000010010101000010000110011010101010100110111000101001100101110100100011000110,111000010011000001011100001111110011110010000000110011010010010100000001001 1224808.0
1100100101001001100010101011110010111101100000101110000100001101110110100010000110011011000101010001111111010100011110001101010100010001111110110,110010010100100110001010101111001011110110000010111000010000110111011010001 1231256.0
0110100011101111001011110000111001111001110010001101101100110011010000110110101110111011010100100110000000000111110111110110110100111000010111111,011010001110111100101111000011100111100111001000110110110011001101000011011 1227000.0
1000110100011011100110110110111001010111101000101010100100001001011100100000011111110001010001011111010110000100000000011111011000001100011101011,100011010001101110011011011011100101011110100010101010010000100101110010000 1229264.0
0010101100010010011001111010010100101110110000010100010110000111001000011010110000101010101100000001011000010101010111010110100110100010001101111,001010110001001001100111101001010010111011000001010001011000011100100001101 1223936.0
1100100000001000011100001011110110011101101011101000000101000101010010100011111010011111000100010100011011011100000000001101011000010101110100010,110010000000100001110000101111011001110110101110100000010100010101001010001 1224128.0
0000100100110010011100011010010101011010011000000101000001000111001001011011000100100011001100000001101001010100110111000100110001101000001101010,000010010011001001110001101001010101101001100000010100000100011100100101101 1224224.0
1110100111101000000010110110010001001001100010001100101100100111110000010110100110010101010000010100010000001111110011010101110000111000010111001,111010011110100000001011011001000100100110001000110010110010011111000001011 1225120.0
1101100100101100000011110111000101101100100010101100111101001111110000010010001100010111010011010110010001000111101110010111110000010111010110011,110110010010110000001111011100010110110010001010110011110100111111000001001 1225336.0
1110000101101001011100001101110001011101100000101000100001000111010010100011111010011111100100010100011010001101110001001101010010100001010100100,111000010110100101110000110111000101110110000010100010000100011101001010001 1225536.0
0101100000011111011110001011101110011110101111001100100010001111111000110011111100000101100101010000010011101101001010001101001000010101010111010,010110000001111101111000101110111001111010111100110010001000111111100011001 1225536.0
best: 0.9776721240238744
1100100101101100010101110011010001001001100010101100100000100111110000100110100000011101010010010100011000001101110011011101010010110000010110001,110010010110110001010111001101000100100110001010110010000010011111000010011 1224800.0
1001000100010010010111010110000001101000010000000100110001100111011001011011000100010011100011000000010001010001110111000100010011000000010101000,100100010001001001011101011000000110100001000000010011000110011101100101101 1224528.0
0110110101011101010101111011000000111000100000100000110011000111110001000010101010110101111011010110111000001111110101001001000110000010110110000,011011010101110101010111101100000011100010000010000011001100011111000100001 1224968.0
0111000001000111001110001011100010111110101011101100110010000111111001010010101100010101101001010000110011101111000000001001000000010100010011010,011100000100011100111000101110001011111010101110110011001000011111100101001 1232144.0
1110000101101000111100001101110001111100100000111010000001000111010010100010111010011110100000010100010000001101000000000101110010100001000100110,111000010110100011110000110111000111110010000011101000000100011101001010001 1225408.0
1100100000001001010110011111011111011101101011001000000110001101110010100010111100010101010100010000010011011100000010001101000000010101010100010,110010000000100101011001111101111101110110101100100000011000110111001010001 1224384.0
1110110011101101000011001110010001111001100010000101101001100111110000010100100010010101011001010100110000001111110000000001100100101000110010000,111011001110110100001100111001000111100110001000010110100110011111000001010 1224752.0
0000101100010010011100111010010100001110110000000101010000000111001001011011100000100011101100000001011000010100010111000110110011101000001101011,000010110001001001110011101001010000111011000000010101000000011100100101101 1224224.0
1100100100111101010101100011011001110001100010001100110001100101000000100010101000011100110010010110010001010101010101001101101110000100011110000,110010010011110101010110001101100111000110001000110011000110010100000010001 1224904.0
1101000000101100000001000011000101101100100010101101101101001001011100010000001100110010010011110010011000010101001100010100110110010110110111011,110100000010110000000100001100010110110010001010110110110100100101110001000 1234808.0
1000100000000010111110010010110101011011011000000011000000000101001001000011001110100101001100001001011011000101000011000101110001001100000101110,100010000000001011111001001011010101101101100000001100000000010100100100001 1242368.0
1000100000101101010001110011000011101100101011101110101111001110110000010101001011010110000000110111011010011110101110110100110010011110011111100,100010000010110101000111001100001110110010101110111010111100111011000001010 1233424.0
0110110111000100000000000110000011001100100101000100011111011011100000011000100111010101011010010100010010001010110011010100111100001001010111011,011011011100010000000000011000001100110010010100010001111101101110000001100 1227616.0
0101100100110110000100011011001001011010111000010100011001000110010000010011000000110110100001000000011101000101110010101110100001010010011010011,010110010011011000010001101100100101101011100001010001100100011001000001001 1233848.0
0110101101001001000011101111110000001001110011101100101000101111100001010111010110001101011101010101010101101111010011110011000101110100010111001,011010110100100100001110111111000000100111001110110010100010111110000101011 1227928.0
0010101100010010011001111010010100101110110000010100010110000111001000011010110000101010101100000001011000010101010111010110100110100010001101111,001010110001001001100111101001010010111011000001010001011000011100100001101 1223936.0
1100100000001000011100001011110110011101101011101000000101000101010010100011111010011111000100010100011011011100000000001101011000010101110100010,110010000000100001110000101111011001110110101110100000010100010101001010001 1224128.0
0000100100110010011100011010010101011010011000000101000001000111001001011011000100100011001100000001101001010100110111000100110001101000001101010,000010010011001001110001101001010101101001100000010100000100011100100101101 1224224.0
1110000100110000010111000011111100111100100000001100110100100101000000010010101000010000110011010101010100110111000101001100101110100100011000110,111000010011000001011100001111110011110010000000110011010010010100000001001 1224808.0
0101100101110010001110010111000101101010111000001100110001000111010000011011000100010010000000010100011000000101110101000100110001000000011110010,010110010111001000111001011100010110101011100000110011000100011101000001101 1225008.0
1100100101011101010101110011010001010001100010101000100001000111010000100010101000111111110010010110011011001101110001001101010010000011010110000,110010010101110101010111001101000101000110001010100010000100011101000010001 1225080.0
1110100111101000000010110110010001001001100010001100101100100111110000010110100110010101010000010100010000001111110011010101110000111000010111001,111010011110100000001011011001000100100110001000110010110010011111000001011 1225120.0
best: 0.9776721240238744
1000100000001101010100001011010010011100101011101010100111000101010000100101001011011111000100110110011011011100000100100100010010010101011110100,100010000000110101010000101101001001110010101110101010011100010101000010010 1233520.0
1100100000101110011101010011010101101000101000100101000101001011011001011011000100100010010100110010011001010101010100010100110011010010011111010,110010000010111001110101001101010110100010100010010100010100101101100101101 1227240.0
1010101100010000111001111000010100101110100000110010000110000111011000110010110010011110100100000101011000011101000011010101110010100011001101110,101010110001000011100111100001010010111010000011001000011000011101100011001 1224384.0
1101100000001011011100001011100110111110101011101100010011000111010010010010111110010111101000010000111011111110000000001101011000010101010101010,110110000000101101110000101110011011111010101110110001001100011101001001001 1224736.0
1100101100011010010110011111011111001111111010000101000110001101000010010010100100100001101100010001010011010100000011000101010001101001010100011,110010110001101001011001111101111100111111101000010100011000110100001001001 1223920.0
0101000100010010011110010111000101101010011000001100110001000111010001011011000100010011100011000000010000010101110111000100110011000000011100000,010100010001001001111001011100010110101001100000110011000100011101000101101 1224880.0
1100100101101100010101110011010001001001100010101100100000100111110000100110100000011101010010010100011000001101110011011101010010110000010110001,110010010110110001010111001101000100100110001010110010000010011111000010011 1224800.0
1000100100111110010100010011000001111010111001100100101011000111101000010001000100000011000100100111111000010100111110110100110000011110001101000,100010010011111001010001001100000111101011100110010010101100011110100001000 1226760.0
1000100100000011010110011110010111011100101001001000000010001111011011100010111100010111010100010000100011010100000010001100110000001001010100010,100010010000001101011001111001011101110010100100100000001000111101101110001 1224960.0
0010100001100001100011000110110011101101110011010100101011011001101010000000100010110101011001010000001000011011110000000011100011111000100011100,001010000110000110001100011011001110110111001101010010101101100110101000000 1240848.0
0011101110011011011001111011011110011110110001010100010101010011011100010000110001101010011010000110011110010111010111010110001010101110000001101,001110111001101101100111101101111001111011000101010001010101001101110001000 1231680.0
1100110000000010000111011111110000011111101001011101001010001000111011000110011100110111010101000001000110011001000100000101001100111101010101001,110011000000001000011101111111000001111110100101110100101000100011101100011 1236264.0
1111101011101010111010110110110001011011101001101100111110001111110000000110100110111101101011010100011110111101111111011101110010111000011110001,111110101110101011101011011011000101101110100110110011111000111111000000011 1227768.0
0010011111011100010001100000000011111100100000100000110011011111100001010010000101110110111101010110110000001111011101011100000100000011101100000,001001111101110001000110000000001111110010000010000011001101111110000101001 1225016.0
0000001110010110011001101110010100001110011100010000010010000010001001101000110000001010100101100011100110011101010111010110101111000011001001111,000000111001011001100110111001010000111001110001000001001000001000100110100 1238288.0
0010101100010010011001111010010100101110110000010100010110000111001000011010110000101010101100000001011000010101010111010110100110100010001101111,001010110001001001100111101001010010111011000001010001011000011100100001101 1223936.0
1100100000001000011100001011110110011101101011101000000101000101010010100011111010011111000100010100011011011100000000001101011000010101110100010,110010000000100001110000101111011001110110101110100000010100010101001010001 1224128.0
0000101100010010011100111010010100001110110000000101010000000111001001011011100000100011101100000001011000010100010111000110110011101000001101011,000010110001001001110011101001010000111011000000010101000000011100100101101 1224224.0
0000100100110010011100011010010101011010011000000101000001000111001001011011000100100011001100000001101001010100110111000100110001101000001101010,000010010011001001110001101001010101101001100000010100000100011100100101101 1224224.0
1100100000001001010110011111011111011101101011001000000110001101110010100010111100010101010100010000010011011100000010001101000000010101010100010,110010000000100101011001111101111101110110101100100000011000110111001010001 1224384.0
1001000100010010010111010110000001101000010000000100110001100111011001011011000100010011100011000000010001010001110111000100010011000000010101000,100100010001001001011101011000000110100001000000010011000110011101100101101 1224528.0
1110110011101101000011001110010001111001100010000101101001100111110000010100100010010101011001010100110000001111110000000001100100101000110010000,111011001110110100001100111001000111100110001000010110100110011111000001010 1224752.0
best: 0.9776593433278377
1100100000011000011100011010110110011011101010000100000001000101001010100011100000011111001100000001111011011100010001001100110001011001011101010,110010000001100001110001101011011001101110101000010000000100010100101010001 1223568.0
0000100100110010011100011010010101011010011000000101000001000111001001011011000100100011001100000001101001010100110111000100110001101000001101010,000010010011001001110001101001010101101001100000010100000100011100100101101 1224224.0
1001000100010010010111010110000001101000010000000100110001100111011001011011000100010011100011000000010001010001110111000100010011000000010101000,100100010001001001011101011000000110100001000000010011000110011101100101101 1224528.0
1100100000001001010100001011010110011101101011101000000100001101110010100010111000010111000100010000011011011100000010001101001000010101110100010,110010000000100101010000101101011001110110101110100000010000110111001010001 1224144.0
1101100000001011010110011011011110111110101011001100010010000111110010110010111110010111010100010000010011111110000000001101010000010101010100010,110110000000101101011001101101111011111010101100110001001000011111001011001 1225104.0
0100100100010010010110010111011111101010011010000101110100000111000010010011100100110011100010010000010001010100010011000100010001000001011100010,010010010001001001011001011101111110101001101000010111010000011100001001001 1224208.0
1000100100000010010010111010010100101110111000010100010010001111001010100010111000000010000100000001110010010101000111010110100000101010001100111,100010010000001001001011101001010010111011100001010001001000111100101010001 1223296.0
1110101000110110010001001010010100111100110010000100001010100111001000010100100010101111101001000101111000011111010010000110100100100010001110000,111010100011011001000100101001010011110011001000010000101010011100100001010 1223824.0
0000101100110010011001111010010100101110011000000101000000000111001001011011100000101010101100000001011001010101110111010100100010100000001101111,000010110011001001100111101001010010111001100000010100000000011100100101101 1224224.0
1101000000001001000110001111111111011100101000000001010110011101100010010010111111010101100100110000011110011100100101010110000100010111010101010,110100000000100100011000111111111101110010100000000101011001110110001001001 1237928.0
0010001101110000111011110100110111101110101110111010010110110111001110001010010111011111001110000101100100101010010111011101100110100111000110101,001000110111000011101111010011011110111010111011101001011011011100111000101 1229912.0
1100100000101100011101011100110110000101001001001010100101000011010010100000101110101011010000111100011111001110100000001001011101010101100101010,110010000010110001110101110011011000010100100100101010010100001101001010000 1228248.0
0000001100110100100100111010010000001110110000010101111000101101001000010010000000010111101100000001011110001100010101000110110011110001001111011,000000110011010010010011101001000000111011000001010111100010110100100001001 1235256.0
0010010110010110111111110110010000100010010000011000010100001101001010011011111010111000101100100001000100010101000010010111100101110001000101111,001001011001011011111111011001000010001001000001100001010000110100101001101 1233784.0
0001010111011101010101100000101111111101010101111001110011010011101011010010000000100110011000110100011000001110000101011101100000011011101100001,000101011101110101010110000010111111110101010111100111001101001110101101001 1227520.0
1100101100011010010110011111011111001111111010000101000110001101000010010010100100100001101100010001010011010100000011000101010001101001010100011,110010110001101001011001111101111100111111101000010100011000110100001001001 1223920.0
0010101100010010011001111010010100101110110000010100010110000111001000011010110000101010101100000001011000010101010111010110100110100010001101111,001010110001001001100111101001010010111011000001010001011000011100100001101 1223936.0
1100100000001000011100001011110110011101101011101000000101000101010010100011111010011111000100010100011011011100000000001101011000010101110100010,110010000000100001110000101111011001110110101110100000010100010101001010001 1224128.0
0000101100010010011100111010010100001110110000000101010000000111001001011011100000100011101100000001011000010100010111000110110011101000001101011,000010110001001001110011101001010000111011000000010101000000011100100101101 1224224.0
0000100100110010011100011010010101011010011000000101000001000111001001011011000100100011001100000001101001010100110111000100110001101000001101010,000010010011001001110001101001010101101001100000010100000100011100100101101 1224224.0
1010101100010000111001111000010100101110100000110010000110000111011000110010110010011110100100000101011000011101000011010101110010100011001101110,101010110001000011100111100001010010111010000011001000011000011101100011001 1224384.0
1100100000001001010110011111011111011101101011001000000110001101110010100010111100010101010100010000010011011100000010001101000000010101010100010,110010000000100101011001111101111101110110101100100000011000110111001010001 1224384.0
best: 0.9771608961824061
0010101100010110011101011010010100001110110000000101010000100111001000010011100010100111101100000001011000010101010011000110110100101000001110011,001010110001011001110101101001010000111011000000010101000010011100100001001 1223856.0
1010101000110110010011011010010100111100110000010100000010100111001010010000100000001011001101000001111000010111000010000110100000101010001100010,101010100011011001001101101001010011110011000001010000001010011100101001000 1234632.0
0001101100010010011101011010010000101110010000000100010000000111001001011011100000110011100000000001011000010001110111000100010011101000011101000,000110110001001001110101101001000010111001000000010001000000011100100101101 1224496.0
1100101100010010011110111110010111001111110010000101010100000101000001010011100000100001101100000001010011010100000111000111110011101000001101011,110010110001001001111011111001011100111111001000010101010000010100000101001 1223856.0
1100101000011010010100011011111111001111111010000101000011000101000010100011100100111001101100010001011011010100000011001101010001001001011100010,110010100001101001010001101111111100111111101000010100001100010100001010001 1224128.0
1110101100110110010100001111010110111100111010000101001110100111000010010010100000100111101101010001010010010110010011000101100100101001010110010,111010110011011001010000111101011011110011101000010100111010011100001001001 1223920.0
0110101100010010011001011010010100111100110010010100011110100111001000010100110000101011101001000001011000011111010111010110100100100010001101110,011010110001001001100101101001010011110011001001010001111010011100100001010 1223840.0
0000101100010010011000111010010100001110110000010101010110000111001001011011110000100011101100000001011000010100010111010110100110101000001101111,000010110001001001100011101001010000111011000001010101011000011100100101101 1224224.0
1000100100010010010110111010010111101111111010010100000110001111001010100010100100100011101100000001010011010101000111000100010000101001001100111,100010010001001001011011101001011110111111101001010000011000111100101010001 1223408.0
1110110010010010010110010100011110111111100001001011100010010111000011010110110000110110100100010000110011011110010001011110010101000010111000011,111011001001001001011001010001111011111110000100101110001001011100001101011 1224384.0
0010101000110110010100111001110101011110011011100100010010100110001011011010000101101000001110000000001001010101010111000100010101101000001100000,001010100011011001010011100111010101111001101110010001001010011000101101101 1228672.0
0010101101010001011001111010001100101110110001010010100100000011011010100000110100011110111100010101010000111001000001010011110011100111001001010,001010110101000101100111101000110010111011000101001010010000001101101010000 1229744.0
1100100000111001111100000011000010011001101111001000001001101001100000001110111001010111000000110110110010011000101010010010001000000101111000011,110010000011100111110000001100001001100110111100100000100110100110000000111 1227240.0
1101000100000100110101010111000000000001011100000100110100100110011000000010101100110001100000000000010001010101100111001011110001001000110101000,110100010000010011010101011100000000000101110000010011010010011001100000001 1226640.0
1001110111011100111101100001101101001101010001101001010011011000101011000111000000101110011001110100110000011100100101101001100010001010111100001,100111011101110011110110000110110100110101000110100101001101100010101100011 1230240.0
1000100100000010010010111010010100101110111000010100010010001111001010100010111000000010000100000001110010010101000111010110100000101010001100111,100010010000001001001011101001010010111011100001010001001000111100101010001 1223296.0
1100100000011000011100011010110110011011101010000100000001000101001010100011100000011111001100000001111011011100010001001100110001011001011101010,110010000001100001110001101011011001101110101000010000000100010100101010001 1223568.0
1110101000110110010001001010010100111100110010000100001010100111001000010100100010101111101001000101111000011111010010000110100100100010001110000,111010100011011001000100101001010011110011001000010000101010011100100001010 1223824.0
1100101100011010010110011111011111001111111010000101000110001101000010010010100100100001101100010001010011010100000011000101010001101001010100011,110010110001101001011001111101111100111111101000010100011000110100001001001 1223920.0
0010101100010010011001111010010100101110110000010100010110000111001000011010110000101010101100000001011000010101010111010110100110100010001101111,001010110001001001100111101001010010111011000001010001011000011100100001101 1223936.0
1100100000001000011100001011110110011101101011101000000101000101010010100011111010011111000100010100011011011100000000001101011000010101110100010,110010000000100001110000101111011001110110101110100000010100010101001010001 1224128.0
